sID,dR,dI,gameLength,choice,RT
7,-8,0,10,2,0.7992
7,-8,-1,10,2,0.5808
7,8,-1,10,1,0.3417
7,-30,-1,10,2,0.3417
7,20,0,10,1,0.4576
7,-30,0,5,2,0.4876
7,30,1,10,1,0.4412
7,12,1,10,1,0.5066
7,-20,0,10,2,0.3914
7,8,1,10,1,0.5226
7,-20,0,5,2,0.4455
7,4,0,10,2,0.6334
7,20,0,5,1,0.5366
7,-30,1,10,2,0.5239
7,8,1,5,1,0.7812
7,8,0,5,1,0.6524
7,-4,1,10,1,0.4727
7,-8,0,5,2,0.8705
7,-30,0,5,2,0.3852
7,8,-1,5,1,0.777
7,-8,0,10,2,0.6633
7,8,0,5,1,0.5925
7,-20,0,5,2,0.5047
7,12,-1,5,1,0.5636
7,-4,-1,10,2,0.6674
7,4,0,5,1,0.6454
7,30,1,10,1,0.4576
7,-20,1,5,2,0.4482
7,-4,0,5,2,0.8578
7,4,0,10,1,0.9907
7,-12,0,10,2,0.5091
7,20,0,10,1,0.6047
7,20,1,5,1,0.3673
7,-12,-1,10,2,0.6909
7,-12,0,5,2,0.5841
7,-30,0,10,2,0.3804
7,-30,0,5,2,0.5233
7,-8,0,10,2,0.5625
7,30,0,5,1,0.4575
7,-30,1,5,2,0.4825
7,12,0,10,1,0.5527
7,20,-1,10,1,0.6454
7,30,1,5,1,0.4203
7,20,-1,10,1,0.3275
7,-4,-1,10,2,0.6392
7,12,1,5,1,0.5347
7,-8,0,5,2,0.7958
7,-20,0,5,2,0.6453
7,12,-1,5,1,0.8531
7,20,-1,5,1,0.5281
7,30,1,5,1,0.4828
7,-20,0,10,2,0.6428
7,-20,0,5,2,0.331
7,8,0,10,2,0.706
7,-20,0,10,2,0.5777
7,8,0,5,1,0.5013
7,30,-1,5,1,0.4137
7,12,0,5,1,0.5677
7,4,0,5,2,0.791
7,8,1,10,1,0.4926
7,-12,0,5,2,0.7034
7,30,-1,10,1,0.3586
7,-4,1,5,1,0.6748
7,-30,0,10,2,0.307
7,-8,0,5,2,0.9636
7,20,0,10,1,0.5164
7,-8,1,10,1,0.6669
7,-8,0,5,1,0.5897
7,30,0,5,1,0.3934
7,4,1,10,1,0.6038
7,20,0,5,1,0.2985
7,-30,0,5,2,0.4552
7,-4,0,5,2,0.8064
7,-20,1,5,2,0.6124
7,30,0,10,1,0.4037
7,30,0,10,1,0.4257
7,-20,-1,5,2,0.6702
7,-30,0,10,2,0.4537
7,8,0,10,1,0.7298
7,-4,1,5,2,0.8307
7,-4,0,10,1,0.7671
7,8,0,10,2,0.5894
7,-30,-1,5,2,0.3298
7,-30,-1,5,2,0.3231
7,12,1,10,1,0.5621
7,30,0,5,1,0.3752
7,12,0,5,1,0.6012
7,8,1,10,2,0.705
7,-4,-1,5,1,1.0453
7,-4,0,5,1,0.5977
7,-8,0,5,2,0.544
7,-4,0,5,2,0.8269
7,4,-1,5,1,0.5857
7,20,-1,5,1,0.4302
7,-4,-1,5,2,0.637
7,-8,-1,10,2,0.5146
7,-8,-1,10,1,0.4594
7,-20,0,10,2,0.4058
7,-8,1,5,2,0.6999
7,-20,1,5,2,0.6262
7,8,-1,5,1,0.6326
7,-30,0,10,2,0.3112
7,-20,-1,10,2,0.6698
7,4,0,10,1,0.6628
7,20,1,5,2,0.3927
7,-4,0,10,2,0.7256
7,-8,1,5,1,0.4093
7,20,-1,10,1,0.4474
7,8,1,5,1,0.4547
7,-4,1,5,2,0.6717
7,-30,1,10,2,0.4282
7,4,1,5,2,0.6385
7,-30,1,10,2,0.3858
7,12,1,10,1,0.5732
7,4,0,5,1,0.7177
7,8,1,5,1,0.6253
7,-30,-1,10,2,0.3949
7,-12,-1,5,2,0.4819
7,4,0,10,2,0.6237
7,30,-1,5,1,0.2727
7,4,0,5,2,0.7093
7,-30,0,5,2,0.3316
7,12,0,10,1,0.5776
7,20,0,10,1,0.6287
7,4,-1,10,1,0.5637
7,8,0,5,1,0.7132
7,30,0,10,1,0.4817
7,-30,0,5,2,0.4897
7,-8,-1,5,2,0.8741
8,8,0,5,1,0.516
8,-12,0,5,2,0.4724
8,-8,0,5,2,0.5229
8,-4,0,10,1,0.8714
8,-8,-1,5,2,0.6754
8,-4,0,10,1,0.5974
8,8,-1,10,2,0.8257
8,20,1,10,1,0.5109
8,4,-1,10,2,0.8643
8,30,0,10,1,0.4035
8,12,0,5,1,0.5988
8,-8,1,10,1,0.4855
8,-4,0,10,2,0.898
8,-20,1,10,2,0.6101
8,-4,0,10,2,0.5245
8,-4,-1,10,2,0.8383
8,8,0,10,1,0.5652
8,30,1,10,1,0.3247
8,4,0,10,1,0.7002
8,-20,-1,5,2,0.5394
8,-12,-1,10,2,0.6276
8,-20,-1,5,2,0.4765
8,8,1,10,1,0.6336
8,-20,0,5,2,0.6433
8,30,0,5,1,0.4693
8,-20,0,10,2,0.373
8,-8,-1,10,1,0.5155
8,-4,0,5,1,0.6508
8,4,0,10,1,0.7064
8,20,0,5,1,0.2927
8,8,0,5,1,0.5289
8,-20,-1,10,2,0.3878
8,30,0,10,1,0.34
8,8,0,10,1,0.5808
8,-4,1,10,2,0.9136
8,4,-1,10,2,0.6422
8,20,0,5,1,0.6716
8,-12,0,10,2,0.675
8,20,0,10,1,0.493
8,-4,0,5,2,0.5461
8,4,1,5,1,0.6419
8,8,0,5,1,0.5233
8,-20,-1,10,2,0.4701
8,-30,1,5,2,0.3641
8,-8,0,10,2,0.6073
8,8,0,10,1,0.6367
8,4,0,10,2,0.6672
8,30,0,5,1,0.4123
8,4,0,5,2,0.8129
8,-30,0,5,2,0.6117
8,20,-1,5,1,0.5479
8,20,0,10,1,0.4648
8,-20,1,10,2,0.5762
8,12,-1,5,1,0.5999
8,-12,0,10,2,0.6018
8,12,-1,10,1,0.4064
8,12,0,10,1,0.7969
8,-12,-1,5,2,0.6288
8,-12,1,10,2,0.5958
8,-12,0,10,2,0.7049
8,-12,0,5,2,0.5071
8,8,1,5,1,0.5722
8,12,0,5,1,0.6651
8,12,1,10,1,0.5281
8,-12,-1,10,2,0.4555
8,4,-1,10,2,0.517
8,4,1,10,1,0.5696
8,4,0,10,1,0.6085
8,-12,1,10,2,0.4154
8,-30,-1,5,2,0.4052
8,-30,0,5,2,0.384
8,12,0,5,1,0.4098
8,-12,0,5,2,0.5624
8,8,-1,5,1,0.8939
8,4,1,10,2,0.5762
8,4,-1,5,1,0.799
8,4,0,5,1,0.5801
8,-30,0,10,2,0.5564
8,4,1,5,1,0.6402
8,12,0,5,1,0.5591
8,12,1,5,1,0.6452
8,12,-1,5,1,0.4065
8,-4,0,5,1,0.5723
8,-30,0,10,2,0.4416
8,-12,0,5,2,0.691
8,30,-1,10,1,0.4808
8,12,1,5,1,0.471
8,-20,0,5,2,0.4019
8,20,1,10,1,0.4332
8,12,0,5,1,0.5542
8,-8,0,10,2,0.513
8,12,0,5,1,0.4976
8,30,-1,5,1,0.5
8,-30,-1,10,2,0.4419
8,-12,0,10,2,0.6002
8,20,0,5,1,0.5416
8,12,-1,10,1,0.8442
8,-12,0,10,2,0.4925
8,-20,1,10,2,0.5048
8,30,0,5,1,0.4778
8,30,-1,10,1,0.294
8,8,0,10,1,0.5938
8,-30,-1,5,2,0.3642
8,12,1,5,2,0.774
8,12,0,10,1,0.8112
8,-4,0,5,2,0.5396
8,-20,1,10,2,0.4593
8,-12,0,5,2,0.462
8,-8,-1,5,2,0.4695
8,-20,1,5,1,0.4894
8,20,0,10,1,0.588
8,-12,1,5,2,0.4299
8,20,1,10,1,0.5231
8,12,0,10,1,0.5283
8,-4,0,10,2,0.5633
8,30,0,10,1,0.4228
8,-20,0,10,2,0.3976
8,-4,1,10,2,0.7371
8,-8,0,5,2,0.5011
8,30,0,5,1,0.3634
8,30,1,5,1,0.4074
8,30,-1,5,1,0.3509
8,-4,-1,10,2,0.5071
8,-20,0,10,2,0.4842
8,-30,-1,10,2,0.5331
8,-12,-1,5,2,0.4935
8,20,1,10,1,0.3759
8,-30,1,10,2,0.4301
8,20,0,10,1,0.4869
8,30,-1,10,1,0.3805
8,-8,1,10,2,0.6269
8,8,-1,10,1,0.8405
8,-30,0,10,2,0.2594
8,20,1,5,1,0.5156
8,-4,-1,5,2,0.6568
8,-8,1,5,2,0.6725
8,4,-1,5,1,0.6569
8,-8,0,10,2,0.7095
8,-12,-1,5,2,0.539
8,20,-1,5,1,0.4886
8,-4,1,5,1,0.9576
8,12,0,10,1,0.6195
8,-12,1,10,2,0.6485
8,-4,1,10,1,0.9892
8,-12,1,5,2,0.533
8,-12,1,5,2,0.5768
8,-8,1,5,2,0.4905
8,-8,0,10,2,0.6669
8,12,0,10,1,0.7841
8,4,1,10,1,0.5225
8,8,-1,10,1,0.5365
8,-4,0,10,2,0.7884
8,30,0,10,1,0.4746
8,-12,1,10,2,0.5042
8,30,1,5,1,0.3161
8,12,-1,10,2,0.7917
8,12,-1,10,1,0.6322
8,-20,0,10,2,0.4783
8,20,0,5,1,0.4513
8,-8,1,10,1,0.5117
8,-12,-1,10,2,0.4298
8,4,0,5,1,0.7473
8,-30,1,5,2,0.3271
8,-20,0,5,2,0.5125
8,-20,-1,10,2,0.5745
8,20,0,5,1,0.6111
8,8,-1,5,2,0.7284
8,-8,-1,5,2,0.5074
8,-30,0,10,2,0.5471
8,-12,0,10,2,0.6832
8,-12,1,5,2,0.5419
8,4,0,5,1,0.5698
8,-12,0,5,2,0.4655
8,4,-1,5,1,0.6066
8,8,0,5,1,0.6659
8,-20,-1,5,2,0.9974
8,-30,1,5,2,0.4199
8,12,0,10,1,0.624
8,20,1,5,1,0.4488
8,20,-1,10,1,0.6595
8,30,0,10,1,0.3284
8,-8,0,10,2,0.5409
8,30,0,5,1,0.3431
8,-4,-1,5,2,0.4321
8,4,1,5,2,0.6705
8,-12,0,10,2,0.5826
8,-8,0,5,2,0.6759
8,-20,0,5,2,0.5884
8,8,0,10,2,0.9219
8,20,0,5,1,0.4942
8,30,1,10,1,0.4038
8,-8,0,10,2,0.4659
8,-8,-1,10,2,0.6274
8,8,-1,10,1,0.5346
8,-30,-1,10,2,0.3041
8,20,0,10,1,0.5023
8,-30,0,5,2,0.3364
8,30,1,10,1,0.3839
8,12,1,10,1,0.5963
8,-20,0,10,2,0.4512
8,8,1,10,1,0.5479
8,-20,0,5,2,0.485
8,4,0,10,2,0.6497
8,20,0,5,1,0.5372
8,-30,1,10,2,0.4125
8,8,1,5,1,0.9923
8,8,0,5,1,0.6523
8,-4,1,10,2,0.8023
8,-8,0,5,2,0.4864
8,-30,0,5,2,0.6644
8,8,-1,5,1,0.754
8,-8,0,10,2,0.7511
8,8,0,5,1,0.5288
8,-20,0,5,2,0.5199
8,12,-1,5,2,0.4924
8,-4,-1,10,2,0.5914
8,4,0,5,1,0.727
8,30,1,10,1,0.3733
8,-20,1,5,2,0.6921
8,-4,0,5,2,0.7519
8,4,0,10,1,0.6966
8,-12,0,10,2,0.5796
8,20,0,10,1,0.3877
8,20,1,5,1,0.5822
8,-12,-1,10,2,0.7408
8,-12,0,5,2,0.6096
8,-30,0,10,2,0.5113
8,-30,0,5,2,0.447
8,-8,0,10,2,0.5521
8,30,0,5,1,0.461
8,-30,1,5,2,0.4144
8,12,0,10,1,0.595
8,20,-1,10,1,0.5436
8,30,1,5,1,0.2183
8,20,-1,10,1,0.5457
8,-4,-1,10,2,0.6062
8,12,1,5,2,0.7015
8,-8,0,5,1,0.6771
8,-20,0,5,2,0.5568
8,12,-1,5,1,0.6009
8,20,-1,5,1,0.6307
8,30,1,5,1,0.3787
8,-20,0,10,2,0.4616
8,-20,0,5,2,0.4819
8,8,0,10,1,0.6224
8,-20,0,10,2,0.6304
8,8,0,5,2,0.461
8,30,-1,5,1,0.4213
8,12,0,5,1,0.5157
8,4,0,5,1,0.6163
8,8,1,10,1,0.4539
8,-12,0,5,2,0.5364
8,30,-1,10,1,0.4027
8,-4,1,5,2,0.6502
8,-30,0,10,2,0.4112
8,-8,0,5,2,0.5212
8,20,0,10,1,0.4431
8,-8,1,10,2,0.6594
8,-8,0,5,2,0.7754
8,30,0,5,1,0.3673
8,4,1,10,2,0.7795
8,20,0,5,1,0.6464
8,-30,0,5,2,0.409
8,-4,0,5,2,0.6354
8,-20,1,5,2,0.3965
8,30,0,10,1,0.4426
8,30,0,10,1,0.3087
8,-20,-1,5,2,0.4424
8,-30,0,10,2,0.403
8,8,0,10,1,0.5812
8,-4,1,5,1,0.5799
8,-4,0,10,1,0.7672
8,8,0,10,1,0.5095
8,-30,-1,5,2,0.5515
8,-30,-1,5,2,0.3076
8,12,1,10,1,0.3619
8,30,0,5,1,0.299
8,12,0,5,1,0.4617
8,8,1,10,1,0.6545
8,-4,-1,5,2,0.847
8,-4,0,5,2,0.7661
8,-8,0,5,2,0.5052
8,-4,0,5,1,0.7285
8,4,-1,5,1,0.6677
8,20,-1,5,1,0.3633
8,-4,-1,5,2,0.7427
8,-8,-1,10,2,0.7407
8,-8,-1,10,2,0.6157
8,-20,0,10,2,0.4186
8,-8,1,5,2,0.3987
8,-20,1,5,2,0.5594
8,8,-1,5,1,0.6501
8,-30,0,10,2,0.2828
8,-20,-1,10,2,0.5027
8,4,0,10,1,0.6357
8,20,1,5,1,0.4548
8,-4,0,10,2,0.424
8,-8,1,5,2,0.6094
8,20,-1,10,1,0.468
8,8,1,5,1,0.7454
8,-4,1,5,2,0.8331
8,-30,1,10,2,0.4019
8,4,1,5,1,1.0714
8,-30,1,10,2,0.364
8,12,1,10,1,0.6974
8,4,0,5,2,0.5935
8,8,1,5,1,0.7409
8,-30,-1,10,2,0.4969
8,-12,-1,5,2,0.5895
8,4,0,10,1,0.5952
8,30,-1,5,1,0.2312
8,4,0,5,2,0.6262
8,-30,0,5,2,0.5322
8,12,0,10,1,0.5118
8,20,0,10,1,0.5963
8,4,-1,10,1,0.6455
8,8,0,5,1,0.4805
8,30,0,10,1,0.4122
8,-30,0,5,2,0.6431
8,-8,-1,5,1,0.5564
9,8,0,5,1,0.4654
9,-12,0,5,2,0.4338
9,-8,0,5,2,1.0755
9,-4,0,10,2,0.7424
9,-8,-1,5,2,0.5221
9,-4,0,10,2,0.7814
9,8,-1,10,1,0.4984
9,20,1,10,1,0.5671
9,4,-1,10,1,0.6846
9,30,0,10,1,0.3477
9,12,0,5,1,0.5312
9,-8,1,10,1,0.5298
9,-4,0,10,2,0.5729
9,-20,1,10,2,0.4564
9,-4,0,10,2,0.927
9,-4,-1,10,2,0.5062
9,8,0,10,1,0.5481
9,30,1,10,1,0.3381
9,4,0,10,1,0.8466
9,-20,-1,5,2,0.6039
9,-12,-1,10,2,0.5625
9,-20,-1,5,2,0.5571
9,8,1,10,1,0.5133
9,-20,0,5,2,0.5107
9,30,0,5,1,0.4552
9,-20,0,10,2,0.4897
9,-8,-1,10,2,0.7399
9,-4,0,5,2,0.5998
9,4,0,10,1,0.6736
9,20,0,5,1,0.5658
9,8,0,5,1,0.9001
9,-20,-1,10,2,0.4255
9,30,0,10,1,0.3987
9,8,0,10,1,0.5347
9,-4,1,10,2,0.6221
9,4,-1,10,1,0.7035
9,20,0,5,1,0.418
9,-12,0,10,2,0.7597
9,20,0,10,1,0.5044
9,-4,0,5,1,0.6404
9,4,1,5,2,0.6666
9,8,0,5,1,0.4101
9,-20,-1,10,2,0.6066
9,-30,1,5,2,0.3949
9,-8,0,10,2,0.5736
9,8,0,10,1,0.7762
9,4,0,10,1,0.6099
9,30,0,5,1,0.4415
9,4,0,5,2,0.7972
9,-30,0,5,2,0.2799
9,20,-1,5,1,0.5245
9,20,0,10,1,0.5967
9,-20,1,10,2,0.5933
9,12,-1,5,1,0.7573
9,-12,0,10,2,0.7313
9,12,-1,10,1,0.4669
9,12,0,10,1,0.6546
9,-12,-1,5,2,0.6829
9,-12,1,10,2,0.6703
9,-12,0,10,2,0.5425
9,-12,0,5,2,0.6401
9,8,1,5,1,0.6327
9,12,0,5,1,0.5647
9,12,1,10,1,0.7893
9,-12,-1,10,2,0.5455
9,4,-1,10,2,0.4477
9,4,1,10,1,0.672
9,4,0,10,1,0.8126
9,-12,1,10,2,0.8529
9,-30,-1,5,2,0.516
9,-30,0,5,2,0.6423
9,12,0,5,1,0.4048
9,-12,0,5,2,0.6409
9,8,-1,5,1,0.5135
9,4,1,10,1,0.7485
9,4,-1,5,2,0.5569
9,4,0,5,2,0.7108
9,-30,0,10,2,0.4732
9,4,1,5,2,0.7507
9,12,0,5,1,0.824
9,12,1,5,1,0.5335
9,12,-1,5,1,0.6317
9,-4,0,5,1,0.7998
9,-30,0,10,2,0.2725
9,-12,0,5,2,0.4624
9,30,-1,10,1,0.5038
9,12,1,5,1,0.5832
9,-20,0,5,2,0.4681
9,20,1,10,1,0.52
9,12,0,5,1,0.7644
9,-8,0,10,2,0.6092
9,12,0,5,1,0.5427
9,30,-1,5,1,0.3315
9,-30,-1,10,2,0.3773
9,-12,0,10,2,0.64
9,20,0,5,1,0.555
9,12,-1,10,1,0.4021
9,-12,0,10,2,0.4124
9,-20,1,10,2,0.5752
9,30,0,5,1,0.3515
9,30,-1,10,1,0.3143
9,8,0,10,1,0.9261
9,-30,-1,5,2,0.3381
9,12,1,5,1,0.6181
9,12,0,10,2,0.5509
9,-4,0,5,2,0.6792
9,-20,1,10,2,0.6313
9,-12,0,5,2,0.567
9,-8,-1,5,2,0.5249
9,-20,1,5,2,0.4685
9,20,0,10,1,0.4702
9,-12,1,5,2,0.6599
9,20,1,10,1,0.3967
9,12,0,10,2,0.5619
9,-4,0,10,2,0.6926
9,30,0,10,1,0.3945
9,-20,0,10,2,0.5139
9,-4,1,10,2,0.6196
9,-8,0,5,2,0.514
9,30,0,5,1,0.3323
9,30,1,5,1,0.4299
9,30,-1,5,1,0.3934
9,-4,-1,10,2,0.727
9,-20,0,10,2,0.4267
9,-30,-1,10,2,0.4148
9,-12,-1,5,2,0.7021
9,20,1,10,1,0.4478
9,-30,1,10,2,0.3048
9,20,0,10,1,0.5105
9,30,-1,10,1,0.313
9,-8,1,10,2,0.8274
9,8,-1,10,1,0.623
9,-30,0,10,2,0.2209
9,20,1,5,1,0.5474
9,-4,-1,5,2,0.6663
9,-8,1,5,2,0.7328
9,4,-1,5,2,0.4811
9,-8,0,10,2,0.5952
9,-12,-1,5,2,0.8252
9,20,-1,5,1,0.6313
9,-4,1,5,2,0.8499
9,12,0,10,1,0.6672
9,-12,1,10,2,0.4413
9,-4,1,10,2,0.5406
9,-12,1,5,2,0.441
9,-12,1,5,2,0.6028
9,-8,1,5,2,0.6
9,-8,0,10,2,0.4131
9,12,0,10,1,0.5026
9,4,1,10,1,0.5899
9,8,-1,10,2,0.6959
9,-4,0,10,2,0.3864
9,30,0,10,1,0.3267
9,-12,1,10,2,0.6171
9,30,1,5,1,0.4008
9,12,-1,10,1,0.6121
9,12,-1,10,1,0.6336
9,-20,0,10,2,0.5737
9,20,0,5,2,0.4523
9,-8,1,10,2,0.7948
9,-12,-1,10,2,0.6291
9,4,0,5,2,0.3989
9,-30,1,5,2,0.3286
9,-20,0,5,2,0.541
9,-20,-1,10,2,0.4618
9,20,0,5,1,0.6426
9,8,-1,5,2,0.6675
9,-8,-1,5,2,0.444
9,-30,0,10,2,0.5075
9,-12,0,10,2,0.6272
9,-12,1,5,1,0.5598
9,4,0,5,1,0.7115
9,-12,0,5,2,0.5534
9,4,-1,5,1,0.4565
9,8,0,5,1,0.6957
9,-20,-1,5,2,0.6816
9,-30,1,5,2,0.3176
9,12,0,10,1,0.576
9,20,1,5,1,0.6092
9,20,-1,10,1,0.326
9,30,0,10,1,0.3115
9,-8,0,10,2,0.5789
9,30,0,5,1,0.4541
9,-4,-1,5,1,0.6179
9,4,1,5,1,0.5026
9,-12,0,10,2,0.5967
9,-8,0,5,2,0.847
9,-20,0,5,2,0.4911
9,8,0,10,2,0.633
9,20,0,5,1,0.5125
9,30,1,10,1,0.3275
9,-8,0,10,1,0.7207
9,-8,-1,10,1,0.5502
9,8,-1,10,1,0.8281
9,-30,-1,10,2,0.58
9,20,0,10,1,0.6131
9,-30,0,5,2,0.3735
9,30,1,10,1,0.3998
9,12,1,10,1,0.5301
9,-20,0,10,2,0.5861
9,8,1,10,1,0.3881
9,-20,0,5,1,0.6587
9,4,0,10,1,0.8209
9,20,0,5,1,0.5053
9,-30,1,10,2,0.342
9,8,1,5,1,0.6034
9,8,0,5,1,0.7109
9,-4,1,10,2,0.8212
9,-8,0,5,1,0.6617
9,-30,0,5,2,0.3136
9,8,-1,5,2,0.8087
9,-8,0,10,2,0.396
9,8,0,5,1,0.6649
9,-20,0,5,2,0.5309
9,12,-1,5,1,0.5829
9,-4,-1,10,2,0.9138
9,4,0,5,1,0.8818
9,30,1,10,1,0.3239
9,-20,1,5,2,0.4493
9,-4,0,5,2,0.6052
9,4,0,10,1,0.7319
9,-12,0,10,2,0.7282
9,20,0,10,1,0.3826
9,20,1,5,1,0.4989
9,-12,-1,10,2,0.6521
9,-12,0,5,2,0.5482
9,-30,0,10,2,0.384
9,-30,0,5,2,0.2894
9,-8,0,10,2,0.827
9,30,0,5,1,0.5397
9,-30,1,5,2,0.4093
9,12,0,10,1,0.5988
9,20,-1,10,1,0.5144
9,30,1,5,1,0.3134
9,20,-1,10,1,0.3966
9,-4,-1,10,1,0.4844
9,12,1,5,1,0.7104
9,-8,0,5,2,0.4628
9,-20,0,5,2,0.606
9,12,-1,5,1,0.4854
9,20,-1,5,1,0.5218
9,30,1,5,1,0.3778
9,-20,0,10,2,0.5054
9,-20,0,5,2,0.3885
9,8,0,10,1,0.5642
9,-20,0,10,2,0.5508
9,8,0,5,1,0.6733
9,30,-1,5,1,0.3946
9,12,0,5,1,0.6425
9,4,0,5,2,0.6313
9,8,1,10,1,0.511
9,-12,0,5,2,0.6348
9,30,-1,10,1,0.4539
9,-4,1,5,2,0.6733
9,-30,0,10,2,0.3194
9,-8,0,5,2,0.4983
9,20,0,10,1,0.5865
9,-8,1,10,2,0.5124
9,-8,0,5,2,0.7005
9,30,0,5,1,0.4088
9,4,1,10,1,0.4589
9,20,0,5,1,0.3483
9,-30,0,5,2,0.4966
9,-4,0,5,2,0.4452
9,-20,1,5,2,0.6888
9,30,0,10,1,0.4488
9,30,0,10,1,0.3868
9,-20,-1,5,2,0.5004
9,-30,0,10,2,0.3865
9,8,0,10,1,0.5268
9,-4,1,5,2,0.8029
9,-4,0,10,2,0.6056
9,8,0,10,2,0.6062
9,-30,-1,5,2,0.3731
9,-30,-1,5,2,0.3332
9,12,1,10,1,0.6372
9,30,0,5,1,0.415
9,12,0,5,1,0.3951
9,8,1,10,2,0.5643
9,-4,-1,5,2,0.6568
9,-4,0,5,2,0.865
9,-8,0,5,2,0.7544
9,-4,0,5,1,0.5322
9,4,-1,5,1,0.6879
9,20,-1,5,1,0.4669
9,-4,-1,5,1,0.5326
9,-8,-1,10,1,0.6863
9,-8,-1,10,2,0.5557
9,-20,0,10,2,0.5215
9,-8,1,5,2,0.6509
9,-20,1,5,2,0.5446
9,8,-1,5,1,0.6629
9,-30,0,10,2,0.3427
9,-20,-1,10,2,0.4973
9,4,0,10,1,0.8117
9,20,1,5,1,0.3969
9,-4,0,10,1,0.6821
9,-8,1,5,2,0.7004
9,20,-1,10,1,0.5517
9,8,1,5,1,0.4907
9,-4,1,5,1,0.7401
9,-30,1,10,2,0.3452
9,4,1,5,2,0.7014
9,-30,1,10,2,0.3633
9,12,1,10,1,0.5081
9,4,0,5,2,0.4157
9,8,1,5,1,0.5078
9,-30,-1,10,2,0.3383
9,-12,-1,5,2,0.4787
9,4,0,10,1,0.5302
9,30,-1,5,1,0.3615
9,4,0,5,1,0.5862
9,-30,0,5,2,0.397
9,12,0,10,1,0.4246
9,20,0,10,1,0.4359
9,4,-1,10,1,0.9008
9,8,0,5,1,0.459
9,30,0,10,1,0.4998
9,-30,0,5,2,0.4895
9,-8,-1,5,2,0.5743
10,8,0,5,1,0.7941
10,-12,0,5,2,0.5062
10,-8,0,5,2,0.4482
10,-4,0,10,2,0.8207
10,-8,-1,5,2,0.7015
10,-4,0,10,2,0.8895
10,8,-1,10,1,0.5983
10,20,1,10,1,0.4923
10,4,-1,10,2,0.7228
10,30,0,10,1,0.4827
10,12,0,5,1,0.5
10,-8,1,10,2,0.6597
10,-4,0,10,2,0.6555
10,-20,1,10,2,0.6323
10,-4,0,10,2,0.4763
10,-4,-1,10,2,0.6793
10,8,0,10,1,0.5258
10,30,1,10,1,0.3693
10,4,0,10,1,0.7396
10,-20,-1,5,2,0.5677
10,-12,-1,10,1,0.5343
10,-20,-1,5,2,0.4866
10,8,1,10,1,0.6963
10,-20,0,5,2,0.5569
10,30,0,5,1,0.4721
10,-20,0,10,2,0.4772
10,-8,-1,10,2,0.5736
10,-4,0,5,2,0.598
10,4,0,10,1,0.6334
10,20,0,5,1,0.3414
10,8,0,5,1,0.6148
10,-20,-1,10,1,0.4381
10,30,0,10,1,0.3801
10,8,0,10,1,0.5713
10,-4,1,10,2,0.6392
10,4,-1,10,1,0.6328
10,20,0,5,1,0.3637
10,-12,0,10,2,0.5376
10,20,0,10,1,0.5685
10,-4,0,5,2,0.5275
10,4,1,5,2,0.6718
10,8,0,5,1,0.598
10,-20,-1,10,2,0.6557
10,-30,1,5,2,0.3683
10,-8,0,10,2,0.6181
10,8,0,10,1,0.7917
10,4,0,10,1,0.8271
10,30,0,5,1,0.364
10,4,0,5,2,0.4593
10,-30,0,5,2,0.5428
10,20,-1,5,1,0.5304
10,20,0,10,1,0.7688
10,-20,1,10,2,0.4034
10,12,-1,5,1,0.5919
10,-12,0,10,1,0.6614
10,12,-1,10,1,0.728
10,12,0,10,1,0.712
10,-12,-1,5,2,0.5324
10,-12,1,10,2,0.628
10,-12,0,10,2,0.4604
10,-12,0,5,2,0.5833
10,8,1,5,2,0.5327
10,12,0,5,1,0.4208
10,12,1,10,2,0.4385
10,-12,-1,10,2,0.4622
10,4,-1,10,2,0.5556
10,4,1,10,1,0.476
10,4,0,10,2,0.6932
10,-12,1,10,1,0.4562
10,-30,-1,5,2,0.4427
10,-30,0,5,2,0.3767
10,12,0,5,1,0.4801
10,-12,0,5,2,0.5274
10,8,-1,5,1,0.4381
10,4,1,10,1,0.7139
10,4,-1,5,1,0.4938
10,4,0,5,1,0.7022
10,-30,0,10,2,0.3298
10,4,1,5,2,0.4014
10,12,0,5,2,0.3628
10,12,1,5,1,0.3943
10,12,-1,5,1,0.602
10,-4,0,5,2,0.6663
10,-30,0,10,2,0.4955
10,-12,0,5,2,0.3415
10,30,-1,10,1,0.407
10,12,1,5,1,0.4999
10,-20,0,5,2,0.6167
10,20,1,10,1,0.4612
10,12,0,5,1,0.5946
10,-8,0,10,1,0.6829
10,12,0,5,1,0.7288
10,30,-1,5,1,0.3541
10,-30,-1,10,2,0.4001
10,-12,0,10,1,0.6759
10,20,0,5,1,0.4615
10,12,-1,10,1,0.5968
10,-12,0,10,2,0.5778
10,-20,1,10,2,0.2431
10,30,0,5,1,0.5144
10,30,-1,10,1,0.3942
10,8,0,10,1,0.5341
10,-30,-1,5,2,0.3701
10,12,1,5,1,0.7472
10,12,0,10,1,0.8002
10,-4,0,5,2,0.7987
10,-20,1,10,2,0.6207
10,-12,0,5,2,0.5854
10,-8,-1,5,2,0.7615
10,-20,1,5,2,0.5651
10,20,0,10,2,0.5329
10,-12,1,5,2,0.6289
10,20,1,10,1,0.4185
10,12,0,10,1,0.7497
10,-4,0,10,1,0.7677
10,30,0,10,1,0.5025
10,-20,0,10,2,0.5413
10,-4,1,10,1,0.4817
10,-8,0,5,2,0.4854
10,30,0,5,1,0.3416
10,30,1,5,1,0.51
10,30,-1,5,1,0.3266
10,-4,-1,10,2,0.417
10,-20,0,10,2,0.6097
