sID,dR,dI,gameLength,choice,RT
1,8,0,5,1,0.4391
1,-12,0,5,2,0.3736
1,-8,0,5,1,0.5834
1,-4,0,10,1,0.5786
1,-8,-1,5,2,0.4898
1,-4,0,10,1,0.5603
1,8,-1,10,1,0.4982
1,20,1,10,1,0.4047
1,4,-1,10,2,0.5855
1,30,0,10,1,0.321
1,12,0,5,2,0.4721
1,-8,1,10,2,0.5317
1,-4,0,10,2,0.9435
1,-20,1,10,1,0.5808
1,-4,0,10,1,0.5153
1,-4,-1,10,2,0.5491
1,8,0,10,1,0.7048
1,30,1,10,1,0.2875
1,4,0,10,1,0.6505
1,-20,-1,5,2,0.5243
1,-12,-1,10,2,0.5678
1,-20,-1,5,2,0.6016
1,8,1,10,1,0.655
1,-20,0,5,2,0.6752
1,30,0,5,1,0.4705
1,-20,0,10,2,0.4936
1,-8,-1,10,2,0.7386
1,-4,0,5,2,0.504
1,4,0,10,2,0.5176
1,20,0,5,1,0.3904
1,8,0,5,1,0.5572
1,-20,-1,10,2,0.5152
1,30,0,10,1,0.379
1,8,0,10,1,0.7065
1,-4,1,10,1,0.5344
1,4,-1,10,1,0.5863
1,20,0,5,1,0.6056
1,-12,0,10,1,0.6264
1,20,0,10,1,0.4933
1,-4,0,5,1,0.5695
1,4,1,5,2,0.5871
1,8,0,5,1,0.4716
1,-20,-1,10,2,0.6141
1,-30,1,5,2,0.3126
1,-8,0,10,1,0.6938
1,8,0,10,2,0.5372
1,4,0,10,1,0.7351
1,30,0,5,1,0.2867
1,4,0,5,1,0.8861
1,-30,0,5,2,0.4358
1,20,-1,5,1,0.5067
1,20,0,10,1,0.4843
1,-20,1,10,2,0.4414
1,12,-1,5,1,0.5153
1,-12,0,10,2,0.4882
1,12,-1,10,2,0.5781
1,12,0,10,2,0.8236
1,-12,-1,5,2,0.8843
1,-12,1,10,2,0.5223
1,-12,0,10,2,0.5217
1,-12,0,5,2,0.3874
1,8,1,5,2,0.7385
1,12,0,5,1,0.7432
1,12,1,10,1,0.7439
1,-12,-1,10,2,0.5334
1,4,-1,10,1,0.6326
1,4,1,10,1,0.5862
1,4,0,10,2,0.7147
1,-12,1,10,2,0.7011
1,-30,-1,5,2,0.3399
1,-30,0,5,2,0.4266
1,12,0,5,1,0.8182
1,-12,0,5,2,0.4069
1,8,-1,5,1,0.7208
1,4,1,10,1,0.9063
1,4,-1,5,1,1.3249
1,4,0,5,1,0.5037
1,-30,0,10,2,0.3371
1,4,1,5,1,0.6431
1,12,0,5,1,0.6428
1,12,1,5,2,0.4497
1,12,-1,5,1,0.5924
1,-4,0,5,2,0.7404
1,-30,0,10,2,0.305
1,-12,0,5,2,0.6619
1,30,-1,10,1,0.3637
1,12,1,5,1,0.6976
1,-20,0,5,2,0.367
1,20,1,10,1,0.6235
1,12,0,5,1,0.5605
1,-8,0,10,2,0.9416
1,12,0,5,1,0.5754
1,30,-1,5,1,0.4237
1,-30,-1,10,2,0.578
1,-12,0,10,2,0.6982
1,20,0,5,1,0.4723
1,12,-1,10,1,0.4006
1,-12,0,10,2,0.5611
1,-20,1,10,2,0.4374
1,30,0,5,1,0.4392
1,30,-1,10,1,0.3111
1,8,0,10,2,0.6521
1,-30,-1,5,2,0.3981
1,12,1,5,1,0.8197
1,12,0,10,2,0.6272
1,-4,0,5,1,0.466
1,-20,1,10,1,0.3639
1,-12,0,5,2,0.4971
1,-8,-1,5,2,0.5429
1,-20,1,5,2,0.4871
1,20,0,10,1,0.3823
1,-12,1,5,2,0.3286
1,20,1,10,1,0.5197
1,12,0,10,1,0.4422
1,-4,0,10,1,0.9154
1,30,0,10,1,0.3906
1,-20,0,10,2,0.4306
1,-4,1,10,1,1.0843
1,-8,0,5,2,0.8763
1,30,0,5,1,0.4476
1,30,1,5,1,0.419
1,30,-1,5,1,0.3317
1,-4,-1,10,2,0.7418
1,-20,0,10,2,0.5474
1,-30,-1,10,2,0.4045
1,-12,-1,5,2,0.5587
1,20,1,10,1,0.6414
1,-30,1,10,2,0.3699
1,20,0,10,1,0.3811
1,30,-1,10,1,0.2955
1,-8,1,10,2,1.0187
1,8,-1,10,2,0.5128
1,-30,0,10,2,0.4413
1,20,1,5,1,0.4354
1,-4,-1,5,2,0.5157
1,-8,1,5,2,0.6988
1,4,-1,5,1,0.8022
1,-8,0,10,1,0.5453
1,-12,-1,5,2,0.4966
1,20,-1,5,1,0.4918
1,-4,1,5,2,0.7098
1,12,0,10,1,0.5471
1,-12,1,10,2,0.6106
1,-4,1,10,2,0.8686
1,-12,1,5,2,0.7143
1,-12,1,5,2,0.7132
1,-8,1,5,2,0.5706
1,-8,0,10,2,0.6669
1,12,0,10,1,0.5162
1,4,1,10,1,0.6509
1,8,-1,10,1,0.5084
1,-4,0,10,1,0.6136
1,30,0,10,1,0.4676
1,-12,1,10,2,0.5784
1,30,1,5,1,0.2959
1,12,-1,10,1,0.5299
1,12,-1,10,1,0.4132
1,-20,0,10,2,0.578
1,20,0,5,1,0.4853
1,-8,1,10,2,0.6884
1,-12,-1,10,2,0.4475
1,4,0,5,1,0.4118
1,-30,1,5,2,0.4048
1,-20,0,5,2,0.8416
1,-20,-1,10,2,0.5097
1,20,0,5,1,0.56
1,8,-1,5,1,0.6445
1,-8,-1,5,2,0.7949
1,-30,0,10,2,0.3918
1,-12,0,10,2,0.6517
1,-12,1,5,2,0.7056
1,4,0,5,1,0.8078
1,-12,0,5,2,0.6202
1,4,-1,5,1,0.4845
1,8,0,5,1,0.5485
1,-20,-1,5,2,0.3977
1,-30,1,5,2,0.281
1,12,0,10,1,0.5557
1,20,1,5,1,0.4806
1,20,-1,10,1,0.4238
1,30,0,10,1,0.3988
1,-8,0,10,2,0.651
1,30,0,5,1,0.4441
1,-4,-1,5,2,0.636
1,4,1,5,1,0.5284
1,-12,0,10,1,0.5795
1,-8,0,5,2,0.6111
1,-20,0,5,2,0.5466
1,8,0,10,1,0.6737
1,20,0,5,1,0.4018
1,30,1,10,1,0.51
1,-8,0,10,2,0.6539
1,-8,-1,10,2,0.4978
1,8,-1,10,2,0.332
1,-30,-1,10,2,0.4384
1,20,0,10,1,0.641
1,-30,0,5,2,0.5353
1,30,1,10,1,0.4085
1,12,1,10,1,0.6218
1,-20,0,10,2,0.4254
1,8,1,10,1,0.6899
1,-20,0,5,2,0.7186
1,4,0,10,2,0.7657
1,20,0,5,1,0.3665
1,-30,1,10,2,0.3908
1,8,1,5,1,0.5711
1,8,0,5,1,0.5899
1,-4,1,10,2,0.4442
1,-8,0,5,2,0.7014
1,-30,0,5,2,0.6266
1,8,-1,5,1,0.4952
1,-8,0,10,2,0.5189
1,8,0,5,1,0.4767
1,-20,0,5,2,0.6354
1,12,-1,5,1,0.6028
1,-4,-1,10,2,0.606
1,4,0,5,1,0.7855
1,30,1,10,1,0.6302
1,-20,1,5,2,0.5083
1,-4,0,5,2,0.7184
1,4,0,10,1,0.8795
1,-12,0,10,2,0.5381
1,20,0,10,1,0.3924
1,20,1,5,1,0.455
1,-12,-1,10,2,0.6638
1,-12,0,5,2,0.6012
1,-30,0,10,2,0.3311
1,-30,0,5,2,0.2654
1,-8,0,10,2,0.6686
1,30,0,5,1,0.4575
1,-30,1,5,2,0.5968
1,12,0,10,1,0.4736
1,20,-1,10,1,0.5201
1,30,1,5,1,0.3994
1,20,-1,10,1,0.5412
1,-4,-1,10,1,0.6933
1,12,1,5,1,0.5628
1,-8,0,5,2,0.6807
1,-20,0,5,2,0.4969
1,12,-1,5,1,0.4012
1,20,-1,5,1,0.4258
1,30,1,5,1,0.3271
1,-20,0,10,2,0.3457
1,-20,0,5,2,0.6561
1,8,0,10,1,0.6904
1,-20,0,10,2,0.5904
1,8,0,5,1,0.7076
1,30,-1,5,1,0.4435
1,12,0,5,1,0.5096
1,4,0,5,1,0.6288
1,8,1,10,1,0.5247
1,-12,0,5,2,0.5885
1,30,-1,10,1,0.4769
1,-4,1,5,2,0.5653
1,-30,0,10,2,0.4107
1,-8,0,5,2,0.7414
1,20,0,10,1,0.5042
1,-8,1,10,1,0.454
1,-8,0,5,2,0.4823
1,30,0,5,1,0.2978
1,4,1,10,1,0.675
1,20,0,5,1,0.4677
1,-30,0,5,2,0.2556
1,-4,0,5,2,0.6897
1,-20,1,5,2,0.5609
1,30,0,10,1,0.4563
1,30,0,10,1,0.6093
1,-20,-1,5,2,0.664
1,-30,0,10,2,0.4628
1,8,0,10,2,0.7192
1,-4,1,5,2,0.5202
1,-4,0,10,2,0.8323
1,8,0,10,1,0.6186
1,-30,-1,5,2,0.4425
1,-30,-1,5,2,0.4779
1,12,1,10,1,0.4229
1,30,0,5,1,0.5342
1,12,0,5,1,0.4247
1,8,1,10,1,0.5712
1,-4,-1,5,2,0.7302
1,-4,0,5,1,0.7287
1,-8,0,5,2,0.5763
1,-4,0,5,2,0.7022
1,4,-1,5,2,0.7071
1,20,-1,5,1,0.6159
1,-4,-1,5,2,0.5764
1,-8,-1,10,2,0.6932
1,-8,-1,10,2,0.7282
1,-20,0,10,2,0.3249
1,-8,1,5,2,0.562
1,-20,1,5,2,0.5536
1,8,-1,5,1,0.6095
1,-30,0,10,2,0.349
1,-20,-1,10,2,0.5558
1,4,0,10,2,0.686
1,20,1,5,1,0.432
1,-4,0,10,2,0.6001
1,-8,1,5,2,0.6948
1,20,-1,10,1,0.4815
1,8,1,5,1,0.8255
1,-4,1,5,2,0.6995
1,-30,1,10,2,0.3854
1,4,1,5,2,0.6815
1,-30,1,10,2,0.4529
1,12,1,10,2,0.4251
1,4,0,5,1,0.7133
1,8,1,5,1,0.8085
1,-30,-1,10,2,0.3697
1,-12,-1,5,2,0.7997
1,4,0,10,1,0.8444
1,30,-1,5,1,0.3937
1,4,0,5,1,0.5362
1,-30,0,5,2,0.373
1,12,0,10,1,0.5149
1,20,0,10,1,0.5027
1,4,-1,10,2,0.5501
1,8,0,5,2,0.5787
1,30,0,10,1,0.3781
1,-30,0,5,2,0.4729
1,-8,-1,5,2,0.5402
2,8,0,5,1,0.5599
2,-12,0,5,2,0.534
2,-8,0,5,2,0.4741
2,-4,0,10,2,1.0352
2,-8,-1,5,1,0.5786
2,-4,0,10,1,0.8233
2,8,-1,10,1,0.4159
2,20,1,10,1,0.5386
2,4,-1,10,1,0.5627
2,30,0,10,1,0.3132
2,12,0,5,1,0.8383
2,-8,1,10,2,0.6219
2,-4,0,10,1,0.6075
2,-20,1,10,2,0.5312
2,-4,0,10,2,0.5579
2,-4,-1,10,2,0.6473
2,8,0,10,1,0.6531
2,30,1,10,1,0.3393
2,4,0,10,2,0.6576
2,-20,-1,5,2,0.5818
2,-12,-1,10,2,0.8405
2,-20,-1,5,2,0.5655
2,8,1,10,2,0.6485
2,-20,0,5,2,0.4032
2,30,0,5,1,0.4586
2,-20,0,10,2,0.3895
2,-8,-1,10,2,0.6784
2,-4,0,5,2,0.4976
2,4,0,10,1,0.791
2,20,0,5,1,0.4446
2,8,0,5,2,0.4568
2,-20,-1,10,2,0.5454
2,30,0,10,1,0.3305
2,8,0,10,1,0.5746
2,-4,1,10,1,0.4624
2,4,-1,10,1,0.7537
2,20,0,5,1,0.4654
2,-12,0,10,2,0.4177
2,20,0,10,1,0.5893
2,-4,0,5,1,0.8165
2,4,1,5,2,0.736
2,8,0,5,1,0.5156
2,-20,-1,10,2,0.7411
2,-30,1,5,2,0.496
2,-8,0,10,2,0.7471
2,8,0,10,1,0.7065
2,4,0,10,1,0.5036
2,30,0,5,1,0.4625
2,4,0,5,2,0.657
2,-30,0,5,2,0.3426
2,20,-1,5,1,0.4058
2,20,0,10,2,0.6
2,-20,1,10,2,0.4688
2,12,-1,5,1,0.4
2,-12,0,10,2,0.6127
2,12,-1,10,1,0.4355
2,12,0,10,1,0.5867
2,-12,-1,5,2,0.5671
2,-12,1,10,2,0.6464
2,-12,0,10,2,0.4851
2,-12,0,5,2,0.5328
2,8,1,5,1,0.652
2,12,0,5,1,0.4875
2,12,1,10,1,0.6835
2,-12,-1,10,2,0.5641
2,4,-1,10,2,0.6087
2,4,1,10,1,0.5529
2,4,0,10,1,0.8231
2,-12,1,10,1,0.5739
2,-30,-1,5,2,0.5404
2,-30,0,5,2,0.4092
2,12,0,5,1,0.5935
2,-12,0,5,2,0.4413
2,8,-1,5,1,0.4066
2,4,1,10,1,0.4557
2,4,-1,5,1,0.7889
2,4,0,5,1,0.6351
2,-30,0,10,2,0.2594
2,4,1,5,2,0.7869
2,12,0,5,1,0.7279
2,12,1,5,1,0.512
2,12,-1,5,1,0.7751
2,-4,0,5,2,0.8782
2,-30,0,10,2,0.3267
2,-12,0,5,2,0.6726
2,30,-1,10,1,0.4967
2,12,1,5,1,0.5403
2,-20,0,5,2,0.5613
2,20,1,10,1,0.6653
2,12,0,5,1,0.6409
2,-8,0,10,2,0.7476
2,12,0,5,1,0.7321
2,30,-1,5,1,0.3244
2,-30,-1,10,2,0.313
2,-12,0,10,2,0.5477
2,20,0,5,1,0.5626
2,12,-1,10,1,0.5032
2,-12,0,10,2,0.4267
2,-20,1,10,2,0.3818
2,30,0,5,1,0.3335
2,30,-1,10,1,0.5269
2,8,0,10,1,0.4573
2,-30,-1,5,2,0.4859
2,12,1,5,1,0.5083
2,12,0,10,1,0.509
2,-4,0,5,1,0.5422
2,-20,1,10,2,0.6455
2,-12,0,5,1,0.4595
2,-8,-1,5,2,0.4531
2,-20,1,5,2,0.5147
2,20,0,10,1,0.3991
2,-12,1,5,2,0.704
2,20,1,10,1,0.3912
2,12,0,10,2,0.7359
2,-4,0,10,2,0.8531
2,30,0,10,1,0.3115
2,-20,0,10,2,0.7424
2,-4,1,10,2,0.5418
2,-8,0,5,2,0.4052
2,30,0,5,1,0.443
2,30,1,5,1,0.5131
2,30,-1,5,1,0.371
2,-4,-1,10,2,0.7663
2,-20,0,10,2,0.5108
2,-30,-1,10,2,0.327
2,-12,-1,5,2,0.5338
2,20,1,10,1,0.4814
2,-30,1,10,2,0.3868
2,20,0,10,1,0.5658
2,30,-1,10,1,0.3804
2,-8,1,10,2,0.5527
2,8,-1,10,2,0.8785
2,-30,0,10,2,0.384
2,20,1,5,1,0.5162
2,-4,-1,5,2,0.6957
2,-8,1,5,2,0.6025
2,4,-1,5,1,0.8729
2,-8,0,10,2,0.6248
2,-12,-1,5,2,0.6826
2,20,-1,5,1,0.5105
2,-4,1,5,2,0.61
2,12,0,10,1,0.6012
2,-12,1,10,1,0.5703
2,-4,1,10,1,0.608
2,-12,1,5,2,0.4698
2,-12,1,5,2,0.5862
2,-8,1,5,2,0.5317
2,-8,0,10,2,0.481
2,12,0,10,1,0.4501
2,4,1,10,1,0.78
2,8,-1,10,1,0.5005
2,-4,0,10,2,0.8677
2,30,0,10,1,0.3102
2,-12,1,10,2,0.6685
2,30,1,5,1,0.4267
2,12,-1,10,1,0.5646
2,12,-1,10,2,0.6793
2,-20,0,10,2,0.5372
2,20,0,5,1,0.5553
2,-8,1,10,2,0.5629
2,-12,-1,10,2,0.544
2,4,0,5,1,0.5194
2,-30,1,5,2,0.4733
2,-20,0,5,2,0.6226
2,-20,-1,10,2,0.6112
2,20,0,5,1,0.4696
2,8,-1,5,1,0.5171
2,-8,-1,5,2,0.4727
2,-30,0,10,2,0.4038
2,-12,0,10,2,0.5592
2,-12,1,5,2,0.7067
2,4,0,5,2,0.7239
2,-12,0,5,2,0.6403
2,4,-1,5,1,0.5268
2,8,0,5,2,0.5522
2,-20,-1,5,2,0.5185
2,-30,1,5,2,0.4634
2,12,0,10,1,0.556
2,20,1,5,1,0.5167
2,20,-1,10,1,0.5605
2,30,0,10,1,0.4148
2,-8,0,10,2,0.4831
2,30,0,5,1,0.5615
2,-4,-1,5,2,0.6937
2,4,1,5,1,0.5701
2,-12,0,10,2,0.5917
2,-8,0,5,2,0.4875
2,-20,0,5,2,0.5243
2,8,0,10,1,0.7289
2,20,0,5,1,0.6001
2,30,1,10,1,0.3396
2,-8,0,10,2,0.6287
2,-8,-1,10,1,0.6726
2,8,-1,10,1,0.6763
2,-30,-1,10,2,0.4117
2,20,0,10,1,0.5791
2,-30,0,5,2,0.4912
2,30,1,10,1,0.5375
2,12,1,10,1,0.7308
2,-20,0,10,2,0.582
2,8,1,10,1,0.5472
2,-20,0,5,2,0.3715
2,4,0,10,1,0.5488
2,20,0,5,1,0.7108
2,-30,1,10,2,0.3368
2,8,1,5,2,0.4939
2,8,0,5,1,0.6794
2,-4,1,10,1,0.5395
2,-8,0,5,2,0.6522
2,-30,0,5,2,0.4363
2,8,-1,5,2,0.5739
2,-8,0,10,1,0.8315
2,8,0,5,1,0.7047
2,-20,0,5,2,0.5978
2,12,-1,5,1,0.5681
2,-4,-1,10,2,0.7213
2,4,0,5,1,0.6177
2,30,1,10,1,0.4426
2,-20,1,5,2,0.4377
2,-4,0,5,1,0.7257
2,4,0,10,1,0.547
2,-12,0,10,2,0.7939
2,20,0,10,1,0.3697
2,20,1,5,1,0.6153
2,-12,-1,10,2,0.3662
2,-12,0,5,2,0.5546
2,-30,0,10,2,0.2774
2,-30,0,5,2,0.4101
2,-8,0,10,2,0.8741
2,30,0,5,1,0.4005
2,-30,1,5,2,0.3259
2,12,0,10,1,0.8159
2,20,-1,10,1,0.5623
2,30,1,5,1,0.2835
2,20,-1,10,1,0.4442
2,-4,-1,10,2,0.5123
2,12,1,5,1,0.9411
2,-8,0,5,1,0.6288
2,-20,0,5,2,0.4449
2,12,-1,5,1,0.6028
2,20,-1,5,1,0.3265
2,30,1,5,1,0.4662
2,-20,0,10,2,0.4822
2,-20,0,5,2,0.4949
2,8,0,10,1,0.7078
2,-20,0,10,2,0.4517
2,8,0,5,1,0.6352
2,30,-1,5,1,0.4472
2,12,0,5,1,0.4587
2,4,0,5,1,0.8262
2,8,1,10,1,0.582
2,-12,0,5,2,0.6355
2,30,-1,10,1,0.2965
2,-4,1,5,2,0.6599
2,-30,0,10,2,0.4511
2,-8,0,5,2,0.6614
2,20,0,10,1,0.3773
2,-8,1,10,2,0.545
2,-8,0,5,2,0.7127
2,30,0,5,1,0.3138
2,4,1,10,2,0.9914
2,20,0,5,1,0.5446
2,-30,0,5,2,0.3806
2,-4,0,5,2,0.68
2,-20,1,5,2,0.5691
2,30,0,10,1,0.451
2,30,0,10,1,0.2849
2,-20,-1,5,2,0.5164
2,-30,0,10,2,0.3965
2,8,0,10,1,0.5379
2,-4,1,5,1,0.5658
2,-4,0,10,2,0.5838
2,8,0,10,1,0.8544
2,-30,-1,5,2,0.3381
2,-30,-1,5,2,0.44
2,12,1,10,1,0.7796
2,30,0,5,1,0.3637
2,12,0,5,1,0.6715
2,8,1,10,1,0.8952
2,-4,-1,5,2,0.6363
2,-4,0,5,2,0.5637
2,-8,0,5,2,0.751
2,-4,0,5,2,0.5723
2,4,-1,5,1,0.6909
2,20,-1,5,1,0.4252
2,-4,-1,5,2,0.7111
2,-8,-1,10,2,0.7047
2,-8,-1,10,2,0.3577
2,-20,0,10,2,0.4342
2,-8,1,5,2,0.5746
2,-20,1,5,2,0.3994
2,8,-1,5,2,0.4826
2,-30,0,10,2,0.4948
2,-20,-1,10,2,0.485
2,4,0,10,1,0.7019
2,20,1,5,1,0.4262
2,-4,0,10,1,0.6173
2,-8,1,5,1,0.7145
2,20,-1,10,1,0.9736
2,8,1,5,1,0.4922
2,-4,1,5,2,0.4954
2,-30,1,10,2,0.2985
2,4,1,5,2,0.6653
2,-30,1,10,2,0.2793
2,12,1,10,1,0.722
2,4,0,5,1,0.7265
2,8,1,5,1,0.4938
2,-30,-1,10,2,0.4806
2,-12,-1,5,2,0.5901
2,4,0,10,1,0.8055
2,30,-1,5,1,0.3313
2,4,0,5,1,0.7988
2,-30,0,5,2,0.2908
2,12,0,10,1,0.5149
2,20,0,10,1,0.4305
2,4,-1,10,1,0.5393
2,8,0,5,1,0.5287
2,30,0,10,1,0.3535
2,-30,0,5,2,0.498
2,-8,-1,5,1,0.4577
3,8,0,5,1,0.496
3,-12,0,5,1,0.8826
3,-8,0,5,2,0.4787
3,-4,0,10,2,0.5982
3,-8,-1,5,2,0.625
3,-4,0,10,2,0.6519
3,8,-1,10,1,0.6115
3,20,1,10,1,0.3381
3,4,-1,10,2,0.7517
3,30,0,10,1,0.3577
3,12,0,5,1,0.5134
3,-8,1,10,2,1.0155
3,-4,0,10,2,0.9387
3,-20,1,10,2,0.5625
3,-4,0,10,1,0.6323
3,-4,-1,10,1,0.6872
3,8,0,10,1,0.6809
3,30,1,10,1,0.4539
3,4,0,10,1,0.7886
3,-20,-1,5,2,0.3643
3,-12,-1,10,2,0.5517
3,-20,-1,5,2,0.4385
3,8,1,10,1,0.6711
3,-20,0,5,2,0.6503
3,30,0,5,1,0.3205
3,-20,0,10,2,0.4737
3,-8,-1,10,2,0.6292
3,-4,0,5,1,0.4802
3,4,0,10,1,0.8054
3,20,0,5,1,0.3774
3,8,0,5,1,0.6439
3,-20,-1,10,2,0.4347
3,30,0,10,1,0.4133
3,8,0,10,1,0.5753
3,-4,1,10,2,0.3454
3,4,-1,10,1,0.8085
3,20,0,5,1,0.4187
3,-12,0,10,2,0.5762
3,20,0,10,1,0.4456
3,-4,0,5,2,0.5589
3,4,1,5,2,0.6932
3,8,0,5,1,0.6093
3,-20,-1,10,2,0.585
3,-30,1,5,2,0.4049
3,-8,0,10,2,0.4032
3,8,0,10,2,0.4909
3,4,0,10,1,0.5153
3,30,0,5,1,0.4215
3,4,0,5,1,0.8538
3,-30,0,5,2,0.3517
3,20,-1,5,1,0.519
3,20,0,10,1,0.5152
3,-20,1,10,2,0.5197
3,12,-1,5,1,0.5364
3,-12,0,10,2,0.6824
3,12,-1,10,1,0.7979
3,12,0,10,1,0.3949
3,-12,-1,5,2,0.7082
3,-12,1,10,2,0.7015
3,-12,0,10,2,0.6606
3,-12,0,5,2,0.6963
3,8,1,5,1,0.7091
3,12,0,5,1,0.6615
3,12,1,10,1,0.5451
3,-12,-1,10,2,0.5506
3,4,-1,10,1,0.5589
3,4,1,10,1,0.5504
3,4,0,10,1,0.6276
3,-12,1,10,2,0.4698
3,-30,-1,5,2,0.4376
3,-30,0,5,2,0.3554
3,12,0,5,1,0.4509
3,-12,0,5,2,0.4018
3,8,-1,5,1,0.7207
3,4,1,10,1,0.3802
3,4,-1,5,2,0.5482
3,4,0,5,1,0.7833
3,-30,0,10,2,0.4409
3,4,1,5,1,0.7076
3,12,0,5,1,0.74
3,12,1,5,1,0.7165
3,12,-1,5,1,0.3484
3,-4,0,5,1,0.781
3,-30,0,10,2,0.4773
3,-12,0,5,2,0.4637
3,30,-1,10,1,0.567
3,12,1,5,1,0.5716
3,-20,0,5,2,0.4731
3,20,1,10,1,0.5876
3,12,0,5,1,0.6924
3,-8,0,10,1,0.6412
3,12,0,5,1,0.4433
3,30,-1,5,1,0.4615
3,-30,-1,10,2,0.4231
3,-12,0,10,2,0.5399
3,20,0,5,1,0.7305
3,12,-1,10,1,0.5854
3,-12,0,10,2,0.8639
3,-20,1,10,2,0.3813
3,30,0,5,1,0.3703
3,30,-1,10,1,0.4307
3,8,0,10,1,0.8458
3,-30,-1,5,2,0.529
3,12,1,5,1,0.6216
3,12,0,10,1,0.4711
3,-4,0,5,1,0.5846
3,-20,1,10,2,0.547
3,-12,0,5,2,0.7924
3,-8,-1,5,2,0.8922
3,-20,1,5,2,0.3981
3,20,0,10,1,0.4743
3,-12,1,5,2,0.7542
3,20,1,10,1,0.5
3,12,0,10,1,0.7465
3,-4,0,10,2,0.649
3,30,0,10,1,0.5431
3,-20,0,10,2,0.6667
3,-4,1,10,2,0.8625
3,-8,0,5,2,0.6122
3,30,0,5,1,0.3907
3,30,1,5,1,0.4957
3,30,-1,5,1,0.4284
3,-4,-1,10,2,0.5947
3,-20,0,10,2,0.5585
3,-30,-1,10,2,0.2842
3,-12,-1,5,2,0.651
3,20,1,10,1,0.4721
3,-30,1,10,2,0.442
3,20,0,10,1,0.3883
3,30,-1,10,1,0.4039
3,-8,1,10,1,0.5268
3,8,-1,10,1,0.5893
3,-30,0,10,2,0.3045
3,20,1,5,1,0.4879
3,-4,-1,5,2,0.8085
3,-8,1,5,1,0.5668
3,4,-1,5,2,0.6116
3,-8,0,10,2,0.5368
3,-12,-1,5,2,0.6851
3,20,-1,5,1,0.5999
3,-4,1,5,2,0.6464
3,12,0,10,1,0.5451
3,-12,1,10,2,0.5615
3,-4,1,10,2,0.4264
3,-12,1,5,2,0.4989
3,-12,1,5,2,0.6737
3,-8,1,5,2,0.6408
3,-8,0,10,2,0.4865
3,12,0,10,1,0.4729
3,4,1,10,1,0.5183
3,8,-1,10,1,0.697
3,-4,0,10,2,0.7359
3,30,0,10,1,0.3617
3,-12,1,10,2,0.5179
3,30,1,5,1,0.3842
3,12,-1,10,1,0.6574
3,12,-1,10,1,0.8576
3,-20,0,10,2,0.4674
3,20,0,5,1,0.4132
3,-8,1,10,2,0.6522
3,-12,-1,10,2,0.5348
3,4,0,5,1,0.5329
3,-30,1,5,2,0.4336
3,-20,0,5,2,0.3738
3,-20,-1,10,2,0.7306
3,20,0,5,1,0.6019
3,8,-1,5,1,0.7223
3,-8,-1,5,2,0.8569
3,-30,0,10,2,0.3587
3,-12,0,10,2,0.3873
3,-12,1,5,2,0.5039
3,4,0,5,1,0.8806
3,-12,0,5,2,0.6793
3,4,-1,5,1,0.6707
3,8,0,5,1,0.5376
3,-20,-1,5,2,0.4757
3,-30,1,5,2,0.7275
3,12,0,10,1,0.6895
3,20,1,5,1,0.7978
3,20,-1,10,1,0.475
3,30,0,10,1,0.3449
3,-8,0,10,2,0.5577
3,30,0,5,1,0.329
3,-4,-1,5,2,0.688
3,4,1,5,2,0.687
3,-12,0,10,2,0.4719
3,-8,0,5,2,0.7227
3,-20,0,5,2,0.4525
3,8,0,10,2,0.7955
3,20,0,5,1,0.4347
3,30,1,10,1,0.4707
3,-8,0,10,2,1.0385
3,-8,-1,10,2,0.5305
3,8,-1,10,1,0.6018
3,-30,-1,10,2,0.5296
3,20,0,10,1,0.4988
3,-30,0,5,2,0.4039
3,30,1,10,1,0.3235
3,12,1,10,1,0.4683
3,-20,0,10,2,0.7388
3,8,1,10,1,0.7553
3,-20,0,5,2,0.4586
3,4,0,10,1,0.7078
3,20,0,5,1,0.6352
3,-30,1,10,2,0.3177
3,8,1,5,1,0.7496
3,8,0,5,1,0.7114
3,-4,1,10,2,0.5993
3,-8,0,5,1,0.5936
3,-30,0,5,2,0.3187
3,8,-1,5,2,0.6718
3,-8,0,10,2,0.5891
3,8,0,5,1,0.5686
3,-20,0,5,2,0.4568
3,12,-1,5,1,0.596
3,-4,-1,10,1,0.5493
3,4,0,5,2,0.7278
3,30,1,10,1,0.4162
3,-20,1,5,2,0.4196
3,-4,0,5,2,0.5879
3,4,0,10,1,0.6035
3,-12,0,10,2,0.8231
3,20,0,10,1,0.3842
3,20,1,5,1,0.6066
3,-12,-1,10,2,0.618
3,-12,0,5,2,0.5422
3,-30,0,10,2,0.3141
3,-30,0,5,2,0.3714
3,-8,0,10,1,0.6415
3,30,0,5,1,0.3577
3,-30,1,5,2,0.5358
3,12,0,10,1,0.604
3,20,-1,10,1,0.4563
3,30,1,5,1,0.3384
3,20,-1,10,1,0.3011
3,-4,-1,10,2,0.5485
3,12,1,5,1,0.5572
3,-8,0,5,2,0.6613
3,-20,0,5,2,0.5232
3,12,-1,5,2,0.5324
3,20,-1,5,1,0.5174
3,30,1,5,1,0.3956
3,-20,0,10,2,0.3649
3,-20,0,5,1,0.4763
3,8,0,10,2,0.5661
3,-20,0,10,2,0.4609
3,8,0,5,1,0.7974
3,30,-1,5,1,0.4594
3,12,0,5,1,0.5375
3,4,0,5,1,0.5582
3,8,1,10,1,0.5814
3,-12,0,5,2,0.7045
